year,player_id,name_full,name_last,name_first,name_mneumonic,class,position,jersey_number,team_id
2021,2086202,"levnaic, steven",levnaic,steven,steven levnaic,Jr,G,33,482
2021,2086212,"brajkovic, luka",brajkovic,luka,luka brajkovic,Sr,F,35,173
2021,2086229,"jones, michael",jones,michael,michael jones,Sr,G,13,173
2021,2086230,"boachie-yiadom, nelson",boachie-yiadom,nelson,nelson boachie-yiadom,Sr,F,32,173
2021,2086231,"frampton, luke",frampton,luke,luke frampton,Sr,G,14,772
2021,2086238,"diallo, samba",diallo,samba,samba diallo,Sr,F,5,381
2021,2086239,"chatman, sy",chatman,sy,sy chatman,Jr,F,1,299
2021,2086249,"kountz, daylen",kountz,daylen,daylen kountz,Sr,G,1,502
2021,2086253,"battey, evan",battey,evan,evan battey,Sr,F,21,157
2021,2086257,"ersek, benan",ersek,benan,benan ersek,Sr,G,40,157
2021,2086267,"parquet, elijah",parquet,elijah,elijah parquet,Sr,G,24,157
2021,2086290,"loyer, foster",loyer,foster,foster loyer,Jr,G,0,173
2021,2086301,"muhammad, luther",muhammad,luther,luther muhammad,Sr,G,1,28
2021,2086306,"brown, gabe",brown,gabe,gabe brown,Sr,F,44,416
2021,2086307,"horton, ithiel",horton,ithiel,ithiel horton,Jr,G,12,545
2021,2086308,"novakovich, aleks",novakovich,aleks,aleks novakovich,Jr,F,15,180
2021,2086309,"kithier, thomas",kithier,thomas,thomas kithier,Sr,F,0,735
2021,2086310,"long, davis",long,davis,davis long,Sr,G,23,180
2021,2086311,"bingham jr., marcus",bingham jr.,marcus,marcus bingham jr.,Sr,F,30,416
2021,2086321,"ahrens, justin",ahrens,justin,justin ahrens,Sr,F,10,518
2021,2086323,"ledee, jaedon",ledee,jaedon,jaedon ledee,Jr,F,13,626
2021,2086335,"geron, jonah",geron,jonah,jonah geron,Jr,G,24,756
2021,2086338,"lundeen, reagan",lundeen,reagan,reagan lundeen,Sr,F,34,756
2021,2086352,"neubauer, noah",neubauer,noah,noah neubauer,Jr,G,32,756
2021,2086353,"roberts, anthony",roberts,anthony,anthony roberts,Sr,G,15,683
2021,2086396,"harvey, bobby",harvey,bobby,bobby harvey,Sr,G,2,2699
2021,2086401,"riley, cody",riley,cody,cody riley,Sr,F,2,110
2021,2086403,"bernard, jules",bernard,jules,jules bernard,Sr,G,1,110
2021,2086404,"campbell, tyger",campbell,tyger,tyger campbell,Jr,G,10,110
2021,2086420,"nwuba, kenneth",nwuba,kenneth,kenneth nwuba,Jr,F,14,110
2021,2086421,"singleton, david",singleton,david,david singleton,Sr,G,34,110
2021,2086424,"nowell, markquis",nowell,markquis,markquis nowell,Sr,G,1,327
2021,2086426,"o'neal, shareef",o'neal,shareef,shareef o'neal,Jr,F,24,365
2021,2086427,"curtis ii, terrell",curtis ii,terrell,terrell curtis ii,Sr,G,55,32
2021,2086428,"johnson, kamani",johnson,kamani,kamani johnson,Jr,F,20,31
2021,2086429,"maric, nikola",maric,nikola,nikola maric,Sr,F,25,32
2021,2086468,"thompson, myles",thompson,myles,myles thompson,Sr,F,5,600
2021,2086470,"dixon-conover, ramiir",dixon-conover,ramiir,ramiir dixon-conover,Sr,G,2,600
2021,2086475,"alvarez, neftali",alvarez,neftali,neftali alvarez,Jr,G,2,406
2021,2086488,"ikediashi, chukwu",ikediashi,chukwu,chukwu ikediashi,Jr,F,15,600
2021,2086489,"labriola, a.j.",labriola,a.j.,a.j. labriola,Sr,G,23,600
2021,2086492,"johnson ii, quinton",johnson ii,quinton,quinton johnson ii,So,G,2,536
2021,2086500,"murray, joel",murray,joel,joel murray,Jr,G,11,99
2021,2086501,"grant, qua",grant,qua,qua grant,Jr,G,22,782
2021,2086514,"edu, aj",edu,aj,aj edu,Jr,F,15,709
2021,2086528,"saunders, keshaun",saunders,keshaun,keshaun saunders,Jr,G,24,709
2021,2086558,"guadarrama, nick",guadarrama,nick,nick guadarrama,Sr,F,3,469
2021,2086580,"maultsby, marque",maultsby,marque,marque maultsby,Jr,G,11,489
2021,2086581,"martinez, jayden",martinez,jayden,jayden martinez,Sr,F,24,469
2021,2086606,"ahale, jamie",ahale,jamie,jamie ahale,Sr,G,20,302
2021,2086623,"godfrey, jarred",godfrey,jarred,jarred godfrey,Sr,G,1,308
2021,2086638,"bladen, tyrel",bladen,tyrel,tyrel bladen,Jr,F,11,576
2021,2086641,"norris, braden",norris,braden,braden norris,Jr,G,4,371
2021,2086642,"maddox jr., tray",maddox jr.,tray,tray maddox jr.,Sr,G,2,97
2021,2086668,"mucius, isaiah",mucius,isaiah,isaiah mucius,Sr,F,1,749
2021,2086672,"wynn, michael",wynn,michael,michael wynn,Jr,G,0,5
2021,2086674,"buchanan, blake",buchanan,blake,blake buchanan,Sr,G,22,248
2021,2086724,"ogemuno-johnson, ajiri",ogemuno-johnson,ajiri,ajiri ogemuno-johnson,Sr,F,10,576
2021,2086754,"silverio, omar",silverio,omar,omar silverio,Sr,G,15,283
2021,2086766,"martin, tyrese",martin,tyrese,tyrese martin,Sr,G,4,164
2021,2086768,"tate, dana",tate,dana,dana tate,So,F,21,485
2021,2086786,"moore, payton",moore,payton,payton moore,Jr,G,0,183
2021,2086798,"rutty, nikkei",rutty,nikkei,nikkei rutty,Sr,F,21,439
2021,2086802,"chaput, samuel",chaput,samuel,samuel chaput,Sr,G,25,439
2021,2086816,"moss, tj",moss,tj,tj moss,Jr,G,1,402
2021,2086818,"mullins, chris",mullins,chris,chris mullins,Jr,G,24,574
2021,2086819,"couisnard, jermaine",couisnard,jermaine,jermaine couisnard,Jr,G,5,648
2021,2086823,"flagler, adam",flagler,adam,adam flagler,Jr,G,10,51
2021,2086826,"millora-brown, quentin",millora-brown,quentin,quentin millora-brown,Sr,F,42,736
2021,2086827,"frink, alanzo",frink,alanzo,alanzo frink,Jr,F,20,196
2021,2086838,"lynch, nic",lynch,nic,nic lynch,Sr,C,44,352
2021,2086843,"knotek, jaxon",knotek,jaxon,jaxon knotek,Sr,G,22,23
2021,2086844,"griesel, sam",griesel,sam,sam griesel,Sr,G,5,493
2021,2086849,"bryant, keyshawn",bryant,keyshawn,keyshawn bryant,Sr,F,24,648
2021,2086850,"hightower, cory",hightower,cory,cory hightower,Jr,F,12,792
2021,2086860,"wilson, jeameril",wilson,jeameril,jeameril wilson,Sr,F,1,352
2021,2086875,"alatishe, warith",alatishe,warith,warith alatishe,Sr,F,10,528
2021,2086900,"cook, jarius",cook,jarius,jarius cook,Jr,G,11,493
2021,2086902,"ndefo, kc",ndefo,kc,kc ndefo,Sr,F,11,617
2021,2086913,"young, zion",young,zion,zion young,Jr,G,0,514
2021,2086918,"gates, gerrale",gates,gerrale,gerrale gates,Sr,F,10,285
2021,2086919,"hubb, prentiss",hubb,prentiss,prentiss hubb,Sr,G,3,513
2021,2086921,"goldman, shandon",goldman,shandon,shandon goldman,Sr,F,33,692
2021,2086935,"hunter jr., eric",hunter jr.,eric,eric hunter jr.,Sr,G,2,559
2021,2086939,"dowuona, emmanuel",dowuona,emmanuel,emmanuel dowuona,So,C,23,691
2021,2086941,"williams, trevion",williams,trevion,trevion williams,Sr,F,50,559
2021,2086946,"cherry, taeshon",cherry,taeshon,taeshon cherry,Jr,F,35,1104
2021,2086948,"plavsic, uros",plavsic,uros,uros plavsic,Jr,F,33,694
2021,2086954,"myers, jahmel",myers,jahmel,jahmel myers,Jr,F,4,474
2021,2086961,"green, aj",green,aj,aj green,Sr,G,4,504
2021,2087010,"carmody, robby",carmody,robby,robby carmody,Sr,G,24,513
2021,2087024,"doherty, chris",doherty,chris,chris doherty,Jr,F,33,500
2021,2087028,"laszewski, nate",laszewski,nate,nate laszewski,Sr,F,14,513
2021,2087033,"vaughan, jay",vaughan,jay,jay vaughan,Sr,G,4,342
2021,2087039,"mwamba, patrick",mwamba,patrick,patrick mwamba,So,F,23,702
2021,2087045,"goodwin, dane",goodwin,dane,dane goodwin,Sr,G,23,513
2021,2087056,"wolfe, jake",wolfe,jake,jake wolfe,Jr,G,24,444
2021,2087059,"asadullah, ahsan",asadullah,ahsan,ahsan asadullah,Jr,C,23,28600
2021,2087061,"perry, tyrone",perry,tyrone,tyrone perry,Sr,G,3,342
2021,2087063,"good, sean",good,sean,sean good,Sr,F,13,342
2021,2087069,"white, isaiah",white,isaiah,isaiah white,Sr,G,5,657
2021,2087123,"ezikpe, kalu",ezikpe,kalu,kalu ezikpe,Jr,F,22,523
2021,2087127,"reece, joe",reece,joe,joe reece,Jr,F,20,71
2021,2087130,"owen, thomas",owen,thomas,thomas owen,Jr,G,34,316
2021,2087142,"honor, nick",honor,nick,nick honor,Jr,G,4,147
2021,2087144,"smoots, tre'shon",smoots,tre'shon,tre'shon smoots,Jr,G,3,502
2021,2087146,"davis, tyreese",davis,tyreese,tyreese davis,So,G,23,316
2021,2087151,"wade, jason",wade,jason,jason wade,Jr,G,1,523
2021,2087158,"workman, bryce",workman,bryce,bryce workman,Jr,F,5,316
2021,2087167,"randolph, m.j.",randolph,m.j.,m.j. randolph,Sr,G,3,228
2021,2087188,"jones, d.j.",jones,d.j.,d.j. jones,Sr,F,25,228
2021,2087206,"cobb, jalen",cobb,jalen,jalen cobb,Jr,G,2,236
2021,2087209,"austin, chris",austin,chris,chris austin,So,G,5,551
2021,2087211,"perry, ty",perry,ty,ty perry,Jr,G,20,86
2021,2087217,"eyisi, onyi",eyisi,onyi,onyi eyisi,Sr,F,13,101
2021,2087237,"jongkuch, kur",jongkuch,kur,kur jongkuch,Sr,F,15,502
2021,2087245,"hume, bodie",hume,bodie,bodie hume,Sr,F,13,502
2021,2087250,"white, brian",white,brian,brian white,Sr,G,0,508
2021,2087257,"fausett, maizen",fausett,maizen,maizen fausett,Sr,F,12,667
2021,2087258,"butler, harrison",butler,harrison,harrison butler,Sr,F,15,667
2021,2087280,"furgerson, jake",furgerson,jake,jake furgerson,So,F,25,758
2021,2087283,"reed, laterrance",reed,laterrance,laterrance reed,Sr,G,3,508
2021,2087331,"clinton, quinn",clinton,quinn,quinn clinton,Jr,G,2,610
2021,2087332,"tass, matthias",tass,matthias,matthias tass,Sr,F,11,610
2021,2087333,"fotu, dan",fotu,dan,dan fotu,Sr,F,42,610
2021,2087336,"bailey, jeremiah",bailey,jeremiah,jeremiah bailey,Sr,F,13,534
2021,2087337,"sanni, ajare",sanni,ajare,ajare sanni,Jr,G,3,104
2021,2087339,"fitzmorris, keenan",fitzmorris,keenan,keenan fitzmorris,Jr,C,12,674
2021,2087340,"ryan, cormac",ryan,cormac,cormac ryan,Sr,G,5,513
2021,2087341,"beskind, sam",beskind,sam,sam beskind,Jr,G,24,674
2021,2087342,"kisunas, lukas",kisunas,lukas,lukas kisunas,Sr,F,32,674
2021,2087349,"delaire, jaiden",delaire,jaiden,jaiden delaire,Sr,F,11,674
2021,2087350,"jefferson, josh",jefferson,josh,josh jefferson,Sr,G,11,419
2021,2087353,"sullivan, finn",sullivan,finn,finn sullivan,Sr,G,15,738
2021,2087362,"junkin, andrew",junkin,andrew,andrew junkin,Jr,C,30,1068
2021,2087364,"mccray, a'mari",mccray,a'mari,a'mari mccray,Sr,C,2,261
2021,2087371,"price-noel, jahbril",price-noel,jahbril,jahbril price-noel,Sr,G,55,748
2021,2087375,"agbaji, ochai",agbaji,ochai,ochai agbaji,Sr,G,30,328
2021,2087381,"jones, myreon",jones,myreon,myreon jones,Sr,G,0,235
2021,2087382,"bolton, rasir",bolton,rasir,rasir bolton,Sr,G,45,260
2021,2087383,"dread, myles",dread,myles,myles dread,Sr,G,2,539
2021,2087389,"mccormack, david",mccormack,david,david mccormack,Sr,F,33,328
2021,2087409,"dutreil, cantavio",dutreil,cantavio,cantavio dutreil,Sr,F,30,590
2021,2087414,"littles, manny",littles,manny,manny littles,Sr,F,22,483
2021,2087426,"agnew, christian",agnew,christian,christian agnew,Jr,G,2,704
2021,2087458,"lawson, luke",lawson,luke,luke lawson,Sr,F,14,456
2021,2087460,"jude, coty",jude,coty,coty jude,Sr,F,22,456
2021,2087461,"heath, deacon",heath,deacon,deacon heath,Sr,G,30,456
2021,2087464,"jeffers, josiah",jeffers,josiah,josiah jeffers,Sr,G,2,563
2021,2087470,"baker, devon",baker,devon,devon baker,Jr,G,20,718
2021,2087513,"peavy, dj",peavy,dj,dj peavy,Jr,G,14,43
2021,2087517,"aimaq, fardaws",aimaq,fardaws,fardaws aimaq,So,C,11,30024
2021,2087558,"mcghee, darius",mcghee,darius,darius mcghee,Sr,G,2,355
2021,2087559,"preston, blake",preston,blake,blake preston,Jr,F,32,355
2021,2087560,"hannah, chuck",hannah,chuck,chuck hannah,Sr,F,1,1068
2021,2087568,"bafutto, victor",bafutto,victor,victor bafutto,Sr,C,14,406
2021,2087580,"wooten, kris",wooten,kris,kris wooten,Sr,G,10,1068
2021,2087596,"harris, amir",harris,amir,amir harris,Sr,G,3,249
2021,2087600,"heiman, brady",heiman,brady,brady heiman,Jr,F,45,650
2021,2087673,"ozier, koreem",ozier,koreem,koreem ozier,Jr,G,2,498
2021,2087678,"pfaffenberger, zach",pfaffenberger,zach,zach pfaffenberger,Sr,F,5,590
2021,2087685,"clarke, aaron",clarke,aaron,aaron clarke,Sr,G,0,590
2021,2087705,"parker, cameron",parker,cameron,cameron parker,Sr,G,11,441
2021,2087728,"moreno, larry",moreno,larry,larry moreno,Sr,G,5,599
2021,2087744,"vaughn, everett",vaughn,everett,everett vaughn,Jr,F,12,697
2021,2087764,"mahan, brandon",mahan,brandon,brandon mahan,Sr,G,13,128
2021,2087880,"caliguiran, chris",caliguiran,chris,chris caliguiran,Sr,G,15,711
2021,2087904,"betrand, allen",betrand,allen,allen betrand,Jr,G,4,572
2021,2087907,"hughes, john-michael",hughes,john-michael,john-michael hughes,Sr,G,32,19651
2021,2087910,"peterson iii, rob",peterson iii,rob,rob peterson iii,Sr,G,22,19651
2021,2087915,"timberlake, nicolas",timberlake,nicolas,nicolas timberlake,Jr,G,25,711
2021,2087938,"herasme, matthew",herasme,matthew,matthew herasme,Sr,G,13,386
2021,2087953,"noll, dean",noll,dean,dean noll,Sr,G,25,167
2021,2087959,"young, trace",young,trace,trace young,Jr,F,0,7
2021,2087960,"jones, tevian",jones,tevian,tevian jones,Sr,G,5,667
2021,2087985,"cubbage, michael",cubbage,michael,michael cubbage,Sr,G,11,599
2021,2087995,"dickson, kobe",dickson,kobe,kobe dickson,Sr,F,12,167
2021,2087997,"samberg, max",samberg,max,max samberg,Sr,G,24,167
2021,2088017,"taylor, trevon",taylor,trevon,trevon taylor,Jr,G,2,90
2021,2088029,"kane, samba",kane,samba,samba kane,Jr,C,34,797
2021,2088031,"stamoulis, theofanis",stamoulis,theofanis,theofanis stamoulis,Sr,G,34,249
2021,2088094,"tyson, cameron",tyson,cameron,cameron tyson,So,G,5,1356
2021,2088098,"samb, khadim",samb,khadim,khadim samb,Jr,F,22,460
2021,2088108,"kelley, greyson",kelley,greyson,greyson kelley,Sr,G,0,817
2021,2088130,"diouf, assane",diouf,assane,assane diouf,So,C,23,43
2021,2088134,"gray, christian",gray,christian,christian gray,Sr,F,11,101
2021,2088234,"bynum, jared",bynum,jared,jared bynum,Jr,G,4,556
2021,2088246,"goncalves, kayo",goncalves,kayo,kayo goncalves,Sr,F,4,646
2021,2088273,"mcgraw, chris",mcgraw,chris,chris mcgraw,So,G,15,463
2021,2088289,"tenerowicz, john",tenerowicz,john,john tenerowicz,Sr,G,12,519
2021,2088329,"pugh, jaylon",pugh,jaylon,jaylon pugh,Sr,G,1,244
2021,2088330,"bothwell, mike",bothwell,mike,mike bothwell,Sr,G,3,244
2021,2088331,"slawson, jalen",slawson,jalen,jalen slawson,Sr,F,20,244
2021,2088348,"patterson, clay",patterson,clay,clay patterson,Sr,G,20,473
2021,2088349,"swanson, robert",swanson,robert,robert swanson,Sr,G,11,244
2021,2088359,"anderson, mack",anderson,mack,mack anderson,Sr,F,23,441
2021,2088360,"caldwell, alex",caldwell,alex,alex caldwell,Sr,G,0,489
2021,2088363,"mcglothan, gabe",mcglothan,gabe,gabe mcglothan,So,F,30,1104
2021,2088386,"brown iii, freddy",brown iii,freddy,freddy brown iii,Jr,G,24,441
2021,2088408,"russell, nygal",russell,nygal,nygal russell,Jr,G,25,654
2021,2088562,"miller, malik",miller,malik,malik miller,Sr,G,11,446
2021,2088566,"devonish, sherwyn",devonish,sherwyn,sherwyn devonish,Sr,G,5,446
2021,2088568,"burke, isaiah",burke,isaiah,isaiah burke,Sr,G,2,446
2021,2088581,"dunne, michael",dunne,michael,michael dunne,Sr,G,23,272
2021,2088582,"mitchell, d.j.",mitchell,d.j.,d.j. mitchell,Sr,G,2,272
2021,2088596,"marks, hunter",marks,hunter,hunter marks,Sr,F,0,272
2021,2088629,"arms, adonis",arms,adonis,adonis arms,Sr,G,25,700
2021,2088752,"ellis, walter",ellis,walter,walter ellis,Jr,G,55,1104
2021,2088753,"funk, andrew",funk,andrew,andrew funk,Sr,G,10,83
2021,2088773,"spear, kahliel",spear,kahliel,kahliel spear,Sr,F,2,579
2021,2089102,"seay, azariah",seay,azariah,azariah seay,Sr,G,12,2699
2021,2089351,"hardnett, laquill",hardnett,laquill,laquill hardnett,Jr,F,1,86
2021,2089352,"toyambi, prince",toyambi,prince,prince toyambi,Jr,F,24,253
2021,2089384,"johnson, logan",johnson,logan,logan johnson,Sr,G,0,610
2021,2089386,"turner, miles",turner,miles,miles turner,So,G,21,551
2021,2089387,"akwuba, theo",akwuba,theo,theo akwuba,Jr,F,10,671
2021,2089414,"watson, wyatt",watson,wyatt,wyatt watson,So,F,34,551
2021,2090513,"kunc, aljaz",kunc,aljaz,aljaz kunc,Sr,F,5,311
2021,2090514,"cannon, marvin",cannon,marvin,marvin cannon,Sr,G,5,458
2021,2090842,"nelson, ant",nelson,ant,ant nelson,Sr,G,3,381
2021,2090843,"rhoden, jared",rhoden,jared,jared rhoden,Sr,F,14,635
2021,2090865,"brodie, darnell",brodie,darnell,darnell brodie,Sr,F,51,189
2021,2092278,"gordon, myron",gordon,myron,myron gordon,Sr,G,55,71
2021,2092283,"thomas, deandre",thomas,deandre,deandre thomas,Sr,G,2,450
2021,2092292,"allen, robert",allen,robert,robert allen,Sr,F,21,433
2021,2092295,"dupree, jalen",dupree,jalen,jalen dupree,Sr,F,24,691
2021,2092316,"dye, logan",dye,logan,logan dye,Jr,F,22,625
2021,2092761,"williams, faite",williams,faite,faite williams,Sr,G,77,553
2021,2093254,"stanley, ben",stanley,ben,ben stanley,Sr,F,14,812
2021,2093258,"gibson, kam",gibson,kam,kam gibson,Sr,G,4,738
2021,2093415,"stricklen, tada",stricklen,tada,tada stricklen,So,G,4,693
2021,2093552,"burghardt, will",burghardt,will,will burghardt,Sr,G,33,754
2021,2093780,"higginbottom, carter",higginbottom,carter,carter higginbottom,Jr,G,4,796
2021,2093782,"strickland, tai",strickland,tai,tai strickland,So,G,13,690
2021,2093806,"hedstrom, joe",hedstrom,joe,joe hedstrom,So,C,32,735
2021,2093944,"mangum, dravon",mangum,dravon,dravon mangum,Sr,F,20,563
2021,2093978,"robb, cooper",robb,cooper,cooper robb,Jr,G,5,202
2021,2093979,"martin, malik",martin,malik,malik martin,Jr,G,12,572
2021,2093980,"bertram, tyler",bertram,tyler,tyler bertram,Jr,G,23,62
2021,2093984,"kinsey, taevion",kinsey,taevion,taevion kinsey,Sr,G,24,388
2021,2093986,"younger, brandon",younger,brandon,brandon younger,Sr,G,22,1320
2021,2094016,"bennett, iran",bennett,iran,iran bennett,Jr,F,2,202
2021,2094018,"dillon, jeremy",dillon,jeremy,jeremy dillon,Sr,G,5,388
2021,2094020,"beyers, mikel",beyers,mikel,mikel beyers,Sr,F,31,388
2021,2094049,"stevenson, tyler",stevenson,tyler,tyler stevenson,Jr,F,14,664
2021,2094050,"brown, shandon",brown,shandon,shandon brown,Sr,G,12,482
2021,2094075,"watson, gabe",watson,gabe,gabe watson,Jr,G,0,314
2021,2094081,"marshall, ladarius",marshall,ladarius,ladarius marshall,Jr,F,32,17
2021,2094083,"wilkins, isaiah",wilkins,isaiah,isaiah wilkins,Jr,G,1,363
2021,2094088,"offurum, mezie",offurum,mezie,mezie offurum,Sr,F,13,450
2021,2094098,"nolley ii, landers",nolley ii,landers,landers nolley ii,Jr,F,3,404
2021,2094103,"radford, tyrece",radford,tyrece,tyrece radford,Jr,G,23,697
2021,2094110,"carter jr., john",carter jr.,john,john carter jr.,Sr,G,1,726
2021,2094113,"kasanganay, dave",kasanganay,dave,dave kasanganay,Sr,G,42,196
2021,2094115,"hankerson, trendon",hankerson,trendon,trendon hankerson,Sr,G,1,503
2021,2094121,"njoku, richard",njoku,richard,richard njoku,Sr,F,55,726
2021,2094125,"silva, christian",silva,christian,christian silva,Sr,G,30,726
2021,2094128,"strong, josiah",strong,josiah,josiah strong,Sr,G,2,299
2021,2094131,"summers, greg",summers,greg,greg summers,Sr,G,20,726
2021,2094135,"abdulsalam, mohammed",abdulsalam,mohammed,mohammed abdulsalam,Sr,F,4,459
2021,2094138,"allegri, angelo",allegri,angelo,angelo allegri,Sr,F,13,207
2021,2094149,"thompson, khyre",thompson,khyre,khyre thompson,Jr,F,12,459
2021,2094299,"hemphill, shanquan",hemphill,shanquan,shanquan hemphill,Sr,F,4,189
2021,2094424,"kunkel, adam",kunkel,adam,adam kunkel,Sr,G,5,812
2021,2094435,"pierson, tate",pierson,tate,tate pierson,Sr,G,20,14927
2021,2094436,"sabin, derek",sabin,derek,derek sabin,Jr,F,21,14927
2021,2094438,"muszynski, nick",muszynski,nick,nick muszynski,Sr,C,33,14927
2021,2094509,"brooks, casey",brooks,casey,casey brooks,So,G,22,346
2021,2094552,"tour„É‚©, sekou",tour„É‚©,sekou,sekou tour„É‚©,Sr,G,0,104
2021,2094557,"nagle, jay",nagle,jay,jay nagle,Sr,F,1,104
2021,2094559,"sow, amadou",sow,amadou,amadou sow,Sr,F,12,104
2021,2094560,"idehen, robinson",idehen,robinson,robinson idehen,Sr,F,24,104
2021,2094663,"elkaz, dragan",elkaz,dragan,dragan elkaz,Sr,G,0,111
2021,2094665,"buster, davion",buster,davion,davion buster,Sr,G,13,346
2021,2094677,"watson, zac",watson,zac,zac watson,Sr,F,4,363
2021,2094680,"mcrae, callum",mcrae,callum,callum mcrae,Jr,C,25,111
2021,2094691,"gilliam, jordan",gilliam,jordan,jordan gilliam,Sr,G,11,699
2021,2094889,"st. pierre, joey",st. pierre,joey,joey st. pierre,Jr,C,44,797
2021,2094934,"thamba, flo",thamba,flo,flo thamba,Sr,F,0,51
2021,2094951,"mayer, matthew",mayer,matthew,matthew mayer,Sr,F,24,51
2021,2095073,"plitzuweit, a.j.",plitzuweit,a.j.,a.j. plitzuweit,Jr,G,10,650
2021,2095613,"cotton, matthue",cotton,matthue,matthue cotton,Jr,G,10,813
2021,2095614,"feinberg, michael",feinberg,michael,michael feinberg,Jr,G,13,813
2021,2095648,"dike, eze",dike,eze,eze dike,Sr,G,1,813
2021,2095649,"lanford, jake",lanford,jake,jake lanford,Sr,F,30,813
2021,2095650,"kelly, isaiah",kelly,isaiah,isaiah kelly,Jr,F,35,813
2021,2095752,"ansong, emmanuel",ansong,emmanuel,emmanuel ansong,Sr,G,23,794
2021,2095932,"kuath, kur",kuath,kur,kur kuath,Sr,F,35,387
2021,2095964,"bieniemy, jamal",bieniemy,jamal,jamal bieniemy,Jr,G,24,704
2021,2096221,"sills, desi",sills,desi,desi sills,Jr,G,3,30
2021,2096235,"embery-simpson, keyshawn",embery-simpson,keyshawn,keyshawn embery-simpson,Jr,G,2,719
2021,2096239,"henderson, ethan",henderson,ethan,ethan henderson,Sr,F,10,697
2021,2096241,"phillips, jordan",phillips,jordan,jordan phillips,Sr,F,12,184
2021,2096243,"chaney, reggie",chaney,reggie,reggie chaney,Sr,F,32,288
2021,2096253,"daye, antonio",daye,antonio,antonio daye,Jr,G,5,236
2021,2096266,"ametepe, james",ametepe,james,james ametepe,Jr,F,20,231
2021,2096417,"clemons, ricky",clemons,ricky,ricky clemons,Sr,G,1,115
2021,2096418,"stajcic, milos",stajcic,milos,milos stajcic,Sr,C,10,115
2021,2096495,"fraley, tajah",fraley,tajah,tajah fraley,Jr,F,55,17
2021,2096580,"shriver, david",shriver,david,david shriver,Sr,G,3,272
2021,2096693,"doss jr., shaun",doss jr.,shaun,shaun doss jr.,Sr,G,21,660
2021,2096902,"morse, vado",morse,vado,vado morse,Jr,G,4,317
2021,2096929,"chong qui, damian",chong qui,damian,damian chong qui,Sr,G,2,308
2021,2096930,"nnamene, collin",nnamene,collin,collin nnamene,Sr,F,21,446
2021,2096931,"jefferson, jalen",jefferson,jalen,jalen jefferson,Sr,F,34,450
2021,2096932,"jefferson, malik",jefferson,malik,malik jefferson,Sr,F,42,450
2021,2096934,"murray, jj",murray,jj,jj murray,Sr,G,11,497
2021,2096936,"mohamed, abdul",mohamed,abdul,abdul mohamed,Sr,F,0,440
2021,2097863,"parker, mike",parker,mike,mike parker,Jr,F,30,87
2021,2097894,"johnson, britton",johnson,britton,britton johnson,Sr,G,21,8
2021,2098487,"miller jr., randy",miller jr.,randy,randy miller jr.,Sr,G,44,489
2021,2098488,"fennell, nicolas",fennell,nicolas,nicolas fennell,Sr,G,24,489
2021,2098641,"cook, preston",cook,preston,preston cook,Sr,G,14,37
2021,2098642,"maasdorp, chase",maasdorp,chase,chase maasdorp,Jr,G,33,37
2021,2098826,"wilson, christian",wilson,christian,christian wilson,Sr,G,53,175
2021,2099172,"lafond, andrew",lafond,andrew,andrew lafond,Sr,G,25,340
2021,2099196,"lucas, ronald",lucas,ronald,ronald lucas,Sr,F,10,178
2021,2099205,"jenneto, fahim",jenneto,fahim,fahim jenneto,Sr,F,13,178
2021,2099320,"daniels, damien",daniels,damien,damien daniels,Sr,G,4,2
2021,2099323,"cameron, tobias",cameron,tobias,tobias cameron,Sr,G,11,2
2021,2099346,"pleasant, joe",pleasant,joe,joe pleasant,Jr,F,32,782
2021,2099383,"akuwovo, ogheneyole",akuwovo,ogheneyole,ogheneyole akuwovo,Jr,F,21,62
2021,2099384,"barber, michael",barber,michael,michael barber,So,F,10,7
2021,2099388,"bethea, raymond",bethea,raymond,raymond bethea,Jr,G,4,270
2021,2099423,"hill, winston",hill,winston,winston hill,Sr,F,4,1320
2021,2099605,"mcclelland, ashton",mcclelland,ashton,ashton mcclelland,So,G,23,7
2021,2099729,"perez, jose",perez,jose,jose perez,Sr,G,15,381
2021,2099733,"dufeal, ludovic",dufeal,ludovic,ludovic dufeal,Sr,F,24,1092
2021,2099760,"kayouloud, eddy",kayouloud,eddy,eddy kayouloud,Jr,F,13,1004
2021,2099761,"baker, jaxson",baker,jaxson,jaxson baker,So,G,34,1004
2021,2099779,"otchere, jeff",otchere,jeff,jeff otchere,Sr,C,4,536
2021,2099781,"christie, alex",christie,alex,alex christie,Sr,C,21,683
2021,2099980,"wilson, darrian",wilson,darrian,darrian wilson,Sr,G,12,314
2021,2099997,"wesley, kelvin",wesley,kelvin,kelvin wesley,So,F,23,314
2021,2099998,"mckinnis, jayveous",mckinnis,jayveous,jayveous mckinnis,Sr,F,11,314
2021,2100015,"wertz, trey",wertz,trey,trey wertz,Sr,G,2,513
2021,2100016,"justice, keshawn",justice,keshawn,keshawn justice,Sr,F,14,631
2021,2100046,"richards, ezekiel",richards,ezekiel,ezekiel richards,So,C,23,501
2021,2100094,"st. hilaire, derek",st. hilaire,derek,derek st. hilaire,Sr,G,10,474
2021,2100096,"ware, de'torrion",ware,de'torrion,de'torrion ware,Jr,G,20,446
2021,2100100,"rebraca, filip",rebraca,filip,filip rebraca,Sr,F,0,312
2021,2100104,"redding, markese",redding,markese,markese redding,Sr,F,13,369
